type,duration_s,fps,width,height,total_frames,pixels_per_frame_M,bitrate_kbps,cpu_true,mem_true
video,341.5,30,640,583,10244.960072716565,0.3731,4555.0,706.54,1685.92
video,487.8,24,1280,845,11706.83216163144,1.0816,16329.0,808.62,2272.32
video,387.7,25,1920,1228,9692.914037201948,2.3578,31752.0,868.69,2459.6
video,16.4,25,160,153,409.79397650749155,0.0245,27274.0,33.59,100.0
video,500.8,24,320,184,12018.087137045235,0.0589,8726.0,911.14,2513.81
video,154.2,30,1920,1612,4626.915731234411,3.095,5755.0,357.84,829.81
video,272.8,30,160,114,8184.720938723376,0.0182,34823.0,496.56,1241.5
video,81.4,25,854,686,2034.3710895227223,0.5858,30350.0,168.04,480.81
video,555.3,25,7680,4209,13881.431414233914,32.3251,40634.0,1817.2,5286.17
video,517.5,25,854,597,12937.826648112909,0.5098,42690.0,803.34,2660.45
video,560.9,60,3840,2912,33652.48329676782,11.1821,14749.0,1895.82,4054.21
video,76.3,30,7680,4657,2290.4196563863366,35.7658,9037.0,1253.91,2763.85
video,110.3,30,160,100,3309.417771711426,0.016,29439.0,244.75,658.95
video,253.1,15,3840,3014,3796.9811676904865,11.5738,46826.0,560.68,2242.5
video,554.9,30,160,153,16646.536776464847,0.0245,21378.0,1203.96,3209.72
video,523.2,15,1920,1490,7848.131546473031,2.8608,1186.0,1142.27,3127.81
video,55.2,60,854,614,3312.6567603157896,0.5244,6860.0,146.63,329.97
video,321.6,15,854,555,4823.785150795473,0.474,23239.0,796.04,1574.11
video,448.2,60,1280,746,26892.86174411633,0.9549,30144.0,865.15,2513.42
video,96.6,30,160,151,2898.1512005547224,0.0242,25451.0,193.53,424.77
video,540.1,60,1280,813,32404.10705893914,1.0406,43955.0,1391.96,3283.45
video,335.2,60,3840,2014,20109.714101011174,7.7338,30423.0,1084.76,2186.63
video,463.3,60,7680,5328,27796.278076456507,40.919,10844.0,2906.31,4313.08
video,386.5,15,1280,1251,5797.863934481537,1.6013,4905.0,760.28,2193.2
video,340.1,30,1920,1875,10203.504284550072,3.6,17990.0,863.1,1906.71
video,586.0,60,1280,1142,35161.02832299333,1.4618,12002.0,1423.05,2858.35
video,286.8,60,320,270,17206.262585946744,0.0864,45326.0,548.29,1474.68
video,328.5,60,1280,772,19711.24447023706,0.9882,45117.0,698.54,1723.61
video,88.1,15,640,624,1321.0721548996794,0.3994,39715.0,167.17,453.47
video,552.1,25,160,148,13803.310917652481,0.0237,15778.0,1058.25,2550.32
video,50.2,60,640,630,3010.8839247187357,0.4032,23585.0,116.85,293.29
video,274.7,60,3840,2074,16480.677312116095,7.9642,3077.0,1040.1,1736.4
video,218.5,15,1280,793,3277.920041372973,1.015,1437.0,457.21,1136.61
video,87.7,15,3840,3175,1316.0093931072668,12.192,5405.0,370.27,1614.99
video,599.1,60,640,638,35944.73664891844,0.4083,34643.0,1038.3,3496.35
video,432.5,25,854,768,10813.712257903597,0.6559,49737.0,1011.66,1929.68
video,209.0,15,3840,3301,3134.9033796736685,12.6758,3218.0,623.65,1963.03
video,320.8,30,160,87,9624.296213458927,0.0139,7474.0,552.58,1487.92
video,551.8,24,160,104,13242.811685578785,0.0166,1949.0,1246.58,3065.91
video,262.3,15,1280,1084,3934.077256470046,1.3875,15815.0,498.81,1514.47
video,81.9,30,1920,1558,2455.8963727642545,2.9914,30509.0,193.58,615.45
video,276.6,25,320,230,6914.735307285853,0.0736,15102.0,549.03,1314.66
video,598.2,24,320,248,14357.735510578845,0.0794,4377.0,950.48,2656.67
video,220.2,30,3840,2780,6606.855845536811,10.6752,6071.0,705.19,1900.03
video,156.0,24,640,372,3745.177861717494,0.2381,4738.0,310.79,885.81
video,23.5,25,160,102,588.4319908624979,0.0163,20934.0,49.76,132.35
video,50.1,24,7680,4019,1201.8617054189388,30.8659,23637.0,773.49,2647.4
video,63.9,30,640,364,1917.8152826467588,0.233,22405.0,140.33,356.77
video,7.9,25,854,666,197.10264387689404,0.5688,31041.0,34.0,88.36
video,459.2,24,7680,5050,11020.003647800202,38.784,38974.0,1442.94,4667.54
video,593.9,60,320,287,35636.811741968195,0.0918,20152.0,800.68,3012.63
video,312.3,24,160,114,7495.554050773635,0.0182,8531.0,500.75,1672.58
video,315.0,15,854,585,4724.91104517387,0.4996,24691.0,670.35,1540.82
video,101.0,60,640,611,6059.0577830063485,0.391,15973.0,213.53,520.43
video,354.2,15,3840,2528,5313.432583124675,9.7075,13254.0,740.49,2275.33
video,182.4,24,854,603,4377.487536369742,0.515,44578.0,351.08,1023.25
video,236.5,30,7680,5387,7094.225388857545,41.3722,2098.0,1319.21,4011.62
video,467.2,30,3840,2599,14016.630322656958,9.9802,10801.0,964.69,3321.62
video,178.1,60,3840,2187,10683.360036275728,8.3981,2834.0,711.03,1444.1
video,33.0,25,3840,2715,824.0362476695511,10.4256,20789.0,339.76,948.17
video,205.8,15,160,144,3087.560527664103,0.023,20366.0,427.12,1123.29
video,77.3,60,1920,1052,4639.683142984283,2.0198,14303.0,289.49,572.47
video,117.1,25,854,753,2928.3187569531897,0.6431,12209.0,307.53,642.55
video,332.0,30,1280,1100,9960.877521924207,1.408,33988.0,616.03,1495.07
video,31.6,15,160,145,474.700764065689,0.0232,15877.0,75.33,161.57
video,439.3,24,7680,6735,10542.233847297355,51.7248,19794.0,1956.6,5228.41
video,139.1,15,1280,1247,2086.706608501212,1.5962,14406.0,296.96,864.73
video,428.3,25,1920,1304,10706.502504655627,2.5037,8313.0,875.79,2485.0
video,52.9,25,854,504,1322.3575006097324,0.4304,26087.0,105.65,229.51
video,273.5,60,160,95,16412.16844902092,0.0152,336.0,562.69,1268.18
video,82.3,15,160,119,1234.9190170321538,0.019,26673.0,164.79,431.1
video,437.3,15,7680,5316,6560.1714016527485,40.8269,34068.0,1473.14,5028.98
video,376.1,60,7680,6395,22563.434706766333,49.1136,11355.0,3393.21,5732.86
video,240.6,30,1280,883,7217.45132270822,1.1302,44717.0,538.92,1240.47
video,556.2,15,320,190,8342.357024216199,0.0608,24643.0,1151.9,2553.0
video,466.9,24,854,805,11205.762818723128,0.6875,12657.0,1021.03,2383.9
video,381.6,24,1920,1701,9157.564651411412,3.2659,22635.0,685.82,2328.64
video,159.6,60,160,143,9578.368968764931,0.0229,28017.0,368.84,877.1
video,517.4,25,160,102,12935.46142274564,0.0163,171.0,1261.76,2952.85
video,146.7,30,320,267,4402.047485785983,0.0854,30176.0,174.13,783.6
video,23.7,60,3840,2354,1423.0733370072148,9.0394,14545.0,426.09,781.23
video,143.4,60,640,589,8602.20917804325,0.377,40232.0,306.35,744.52
video,130.8,24,854,711,3140.2011137676473,0.6072,28608.0,263.87,866.87
video,7.6,60,1920,1781,453.9426336598672,3.4195,17670.0,166.52,290.79
video,566.6,30,3840,2738,16996.58253427447,10.5139,31886.0,1631.47,3070.6
video,100.9,30,854,457,3027.667720577294,0.3903,27535.0,180.82,618.34
video,334.1,24,160,110,8018.199319046456,0.0176,32895.0,650.17,1805.87
video,208.3,60,640,422,12496.274545276905,0.2701,6546.0,435.35,1243.99
video,303.6,25,854,551,7589.828156106465,0.4706,40413.0,571.4,1548.44
video,322.1,24,3840,3424,7730.5779545636715,13.1482,20395.0,864.05,2284.76
video,14.9,30,3840,2694,448.4120105692306,10.345,24558.0,246.75,768.18
video,570.2,25,3840,2040,14254.112844035253,7.8336,33262.0,1296.5,3019.69
video,99.4,25,854,598,2485.958403471518,0.5107,45400.0,207.07,523.03
video,68.7,24,160,121,1648.0942716727673,0.0194,5835.0,139.54,355.98
video,398.7,15,320,200,5979.807188837809,0.064,20629.0,718.79,1966.87
video,438.3,30,3840,1921,13148.924359705634,7.3766,17181.0,1120.23,2916.91
video,195.5,25,7680,7485,4888.619761924343,57.4848,20264.0,1917.92,5030.69
video,561.9,25,160,130,14048.634054061697,0.0208,3805.0,1077.41,2732.42
video,294.7,25,1920,1698,7367.228245927187,3.2602,46698.0,722.32,2047.65
video,261.8,25,640,441,6544.227372343087,0.2822,38192.0,535.6,1194.07
video,212.4,24,160,86,5097.064821027354,0.0138,45263.0,384.04,1216.02
video,492.2,24,1280,930,11811.823913645185,1.1904,31370.0,1005.06,2618.95
video,60.7,25,160,91,1517.1338232600335,0.0146,31997.0,135.51,351.07
video,473.0,15,3840,3162,7095.418512717058,12.1421,22534.0,1087.27,3051.11
video,571.5,24,320,251,13716.432353648303,0.0803,40790.0,1050.82,2991.89
video,536.2,25,1280,696,13403.757071842347,0.8909,10254.0,1031.89,2507.08
video,93.7,60,854,456,5620.138004103942,0.3894,44533.0,184.9,482.69
video,387.6,15,7680,5353,5813.531022367306,41.111,32297.0,1173.45,5757.63
video,187.6,15,160,151,2813.5729809218483,0.0242,311.0,399.2,987.04
video,48.4,24,7680,5696,1160.7578300328553,43.7453,12244.0,1040.05,3113.15
video,99.9,30,320,277,2997.287838936105,0.0886,37358.0,198.35,482.22
video,519.4,15,1920,1660,7791.516230750529,3.1872,3223.0,969.33,2584.72
video,597.9,25,1920,1629,14948.633404664264,3.1277,38083.0,1288.58,3458.94
video,492.7,30,640,517,14781.413162572555,0.3309,43665.0,1000.7,2691.04
video,202.6,30,1920,1771,6078.804665478402,3.4003,14183.0,410.46,1404.96
video,51.1,25,854,766,1277.450739328642,0.6542,33968.0,109.74,306.18
video,570.4,30,640,503,17111.78069155672,0.3219,15072.0,1142.12,2887.82
video,424.1,25,7680,4778,10601.749118862062,36.695,47259.0,1386.78,4419.54
video,561.1,15,3840,2707,8416.973776447318,10.3949,27304.0,1105.67,3650.46
video,316.3,30,1280,1006,9489.894977501252,1.2877,36755.0,618.25,1421.56
video,265.3,15,1920,1190,3979.9609169018236,2.2848,26974.0,412.8,1443.96
video,122.6,25,7680,5471,3064.1849931348065,42.0173,30715.0,826.18,4166.11
video,535.9,25,640,349,13397.540170137489,0.2234,42010.0,1197.94,2576.7
video,3.4,24,3840,2153,81.78012953571817,8.2675,4716.0,194.95,628.89
video,565.1,30,854,451,16954.379368177022,0.3852,43278.0,1102.95,2572.79
video,301.0,15,854,657,4515.575919896836,0.5611,30638.0,592.44,1545.59
video,9.3,60,160,132,556.2978460466052,0.0211,2941.0,26.96,55.67
video,244.3,25,1920,1294,6108.415091870464,2.4845,23029.0,576.22,1344.53
video,71.3,25,3840,2674,1783.303071133725,10.2682,23700.0,314.2,1191.95
video,534.1,25,1280,741,13353.524325486196,0.9485,10369.0,1078.39,2735.23
video,385.0,30,1920,1873,11550.653960353544,3.5962,49019.0,896.32,1769.16
video,159.9,30,3840,2157,4795.903691197729,8.2829,21419.0,607.12,1587.22
video,219.8,24,1280,1275,5276.374254959851,1.632,45535.0,526.09,1190.23
video,373.4,60,7680,4031,22403.631489999498,30.9581,18781.0,2574.74,4562.24
video,481.1,30,1280,1136,14433.543821360297,1.4541,22517.0,994.78,2086.8
video,133.3,24,3840,2271,3199.6678397839864,8.7206,9607.0,505.14,1286.21
video,331.8,25,640,524,8295.488389646003,0.3354,47110.0,643.52,1449.83
video,186.8,25,1280,976,4669.832999842556,1.2493,4353.0,344.48,969.06
video,502.3,15,3840,3642,7535.123891200063,13.9853,26823.0,945.53,3380.67
video,77.1,60,640,603,4623.555525142872,0.3859,49660.0,194.38,342.68
video,531.6,60,854,649,31898.050749311355,0.5542,45441.0,1204.6,2756.72
video,582.2,60,160,81,34929.34969660896,0.013,11702.0,1195.27,3060.4
video,436.3,30,1280,1167,13089.422333050408,1.4938,21156.0,924.33,2175.54
video,319.1,24,3840,3672,7658.891843859269,14.1005,25965.0,953.17,2606.9
video,183.4,15,640,543,2751.072706303111,0.3475,20477.0,400.16,856.08
video,579.3,24,3840,2481,13903.508533526692,9.527,46196.0,1305.76,3871.54
video,575.7,15,640,593,8635.417305146966,0.3795,1372.0,1108.39,2697.64
video,122.7,60,160,130,7364.090377585087,0.0208,20181.0,276.43,571.92
video,162.9,60,854,557,9774.668745593115,0.4757,14648.0,397.63,921.38
video,216.6,24,1280,1176,5197.59631232829,1.5053,41972.0,461.3,1116.25
video,350.1,15,160,82,5251.091400878545,0.0131,48559.0,807.76,1646.14
video,127.2,25,3840,3333,3179.322718834048,12.7987,21079.0,684.54,1425.16
video,162.4,30,3840,3826,4871.740353720703,14.6918,1779.0,879.76,2167.4
video,366.5,24,160,126,8796.644573278394,0.0202,39210.0,767.61,1683.03
video,507.0,25,1280,1049,12675.522535639497,1.3427,15768.0,872.88,2542.99
video,170.8,30,854,498,5124.4683104820815,0.4253,28416.0,377.44,942.71
video,386.6,30,854,629,11598.171026472943,0.5372,29898.0,901.4,2060.98
video,117.7,25,1280,691,2942.001309590963,0.8845,1328.0,266.99,550.89
video,403.0,30,7680,6802,12089.404750165035,52.2394,30373.0,2138.27,6157.76
video,372.7,15,1280,667,5591.2044625756225,0.8538,29439.0,662.14,2132.45
video,531.0,60,1920,1137,31859.844299275457,2.183,2442.0,1155.58,2650.14
video,279.3,60,320,288,16760.934498772414,0.0922,15243.0,626.16,1208.36
video,410.3,15,7680,6446,6155.033453845178,49.5053,8977.0,1488.36,6411.15
video,518.7,24,320,226,12448.347989205573,0.0723,10069.0,901.0,2601.19
video,320.6,60,1920,1332,19234.708743497533,2.5574,49725.0,846.24,1609.65
video,255.0,25,854,474,6374.133804329911,0.4048,20377.0,470.87,1428.09
video,499.2,25,1920,1904,12478.855993482532,3.6557,46573.0,963.5,2943.87
video,424.2,25,640,564,10605.042035469394,0.361,44581.0,916.7,2234.03
video,68.0,15,1920,1210,1020.5221951025474,2.3232,12660.0,182.39,502.06
video,388.3,24,1920,1690,9320.158706404869,3.2448,2371.0,713.48,2399.78
video,556.8,60,3840,2553,33406.23823249657,9.8035,28614.0,1413.73,3760.29
video,342.2,24,7680,4020,8213.465345474298,30.8736,7065.0,1209.43,3922.28
video,133.6,24,320,164,3206.0284979344005,0.0525,20413.0,294.79,732.64
video,474.7,24,160,133,11393.727595011369,0.0213,35357.0,869.57,2263.07
video,38.2,24,640,430,916.0758304541732,0.2752,29716.0,87.18,228.55
video,145.3,15,160,104,2180.1623115664934,0.0166,18977.0,291.73,768.46
video,194.1,24,160,97,4658.1915560925045,0.0155,27679.0,475.71,1058.88
video,151.1,24,3840,2946,3625.6648105775394,11.3126,39699.0,472.48,1657.79
video,545.9,15,3840,2150,8188.749329435712,8.256,28846.0,1046.35,3373.78
video,131.4,15,640,460,1970.7078304478514,0.2944,48044.0,258.53,714.82
video,94.1,15,854,815,1411.1352259523064,0.696,36578.0,182.16,513.29
video,41.3,15,160,114,618.8938066103734,0.0182,42173.0,89.38,270.56
video,576.3,15,7680,5285,8644.848800130192,40.5888,43616.0,1417.79,5473.73
video,572.1,60,7680,4824,34327.932627411625,37.0483,39485.0,2988.85,4953.49
video,238.8,60,320,289,14325.120536175542,0.0925,10133.0,506.73,1055.9
video,285.7,60,7680,7544,17143.622739174574,57.9379,29405.0,3285.17,6208.57
video,119.6,24,320,216,2871.080739756943,0.0691,33489.0,246.47,716.72
video,205.9,15,1280,1035,3088.008150709321,1.3248,48727.0,422.72,1376.64
video,289.4,60,160,159,17361.252393823215,0.0254,20155.0,481.11,1609.42
video,596.1,25,7680,4527,14902.431771599651,34.7674,32261.0,2038.34,4600.52
video,115.8,25,160,150,2894.2422363013934,0.024,38608.0,225.67,617.83
video,17.6,15,854,527,264.20302733795137,0.4501,42293.0,41.36,151.21
video,44.3,25,1920,1394,1107.6454795531051,2.6765,37175.0,156.23,510.11
video,83.5,15,320,301,1252.1667366585582,0.0963,47805.0,170.99,441.37
video,306.4,15,854,650,4595.290264462181,0.5551,19183.0,613.84,1538.2
video,13.5,30,7680,4808,406.2551001611434,36.9254,40631.0,1061.01,2617.47
video,473.8,24,7680,5504,11371.637823724177,42.2707,30400.0,1874.68,5128.89
video,21.8,60,854,584,1308.4275606244742,0.4987,35300.0,67.02,193.66
video,316.3,60,1280,740,18979.641609336635,0.9472,18427.0,550.17,1986.3
video,260.5,60,1280,1201,15630.269409802278,1.5373,22089.0,700.07,1357.56
video,348.5,60,1280,900,20909.058312374047,1.152,31719.0,801.84,1992.33
video,49.8,15,1920,1834,746.5440761268826,3.5213,39773.0,121.21,494.38
video,132.1,60,320,164,7924.315771469454,0.0525,44745.0,340.2,655.22
video,500.0,30,640,359,14998.52968288068,0.2298,45408.0,1194.04,2830.89
video,119.6,15,1280,754,1793.3864411914167,0.9651,24835.0,262.64,755.28
video,491.1,15,1280,1203,7366.810588404334,1.5398,12664.0,903.11,2033.63
video,533.0,60,320,240,31982.7070156759,0.0768,22003.0,1095.12,2595.8
video,420.5,60,160,119,25228.865521585227,0.019,35351.0,878.59,2684.65
video,434.4,24,854,634,10425.31089797434,0.5414,30377.0,912.7,2557.02
video,97.4,60,1280,1178,5846.317564087608,1.5078,1415.0,282.64,584.64
video,247.3,25,7680,7310,6182.273212244369,56.1408,26705.0,1888.02,5996.58
video,512.3,15,160,135,7684.840947366087,0.0216,22805.0,903.79,2700.94
video,393.6,25,854,617,9839.373058593397,0.5269,7043.0,892.25,2252.67
video,25.2,15,160,83,378.1866099065341,0.0133,14455.0,43.16,167.83
video,330.4,24,640,354,7929.849277207695,0.2266,23334.0,690.58,1636.36
video,36.6,24,7680,6111,877.4741649363541,46.9325,29764.0,919.31,3862.0
video,251.7,60,1280,707,15102.982304924848,0.905,33484.0,636.55,1262.77
video,66.9,30,320,318,2006.568088288106,0.1018,2529.0,163.75,354.74
video,268.2,24,1280,645,6437.322307906732,0.8256,36507.0,475.35,1431.8
video,528.5,30,1280,965,15854.547152419565,1.2352,28018.0,986.25,2434.46
video,152.1,60,7680,3970,9126.031535201078,30.4896,5914.0,1649.84,3127.49
video,430.4,24,320,305,10328.56227016647,0.0976,19977.0,901.92,2250.83
video,492.2,30,1920,1339,14765.166096497154,2.5709,43443.0,1001.48,2849.22
video,138.6,25,3840,2716,3464.286522210753,10.4294,10499.0,492.74,1546.05
video,132.4,60,640,475,7942.7840185953055,0.304,20031.0,277.71,780.35
video,548.6,60,320,276,32918.60695475853,0.0883,10833.0,1299.65,2486.63
video,20.7,24,160,118,496.50857274675616,0.0189,38961.0,32.85,130.18
video,231.8,30,1920,1773,6955.129956939086,3.4042,18793.0,377.9,1455.84
video,527.9,15,3840,2873,7919.110141012621,11.0323,35725.0,1018.68,2992.66
video,91.3,15,640,491,1369.8883593574142,0.3142,20371.0,186.79,517.19
video,561.7,25,640,397,14042.412575397924,0.2541,46136.0,1343.35,2805.3
video,442.8,60,7680,5352,26569.366052905418,41.1034,28034.0,2800.49,4638.82
video,156.5,25,320,234,3913.64601602042,0.0749,5536.0,279.2,817.37
video,508.9,15,640,481,7633.397110785556,0.3078,12033.0,1028.94,2332.6
video,276.8,24,1280,1093,6643.1297823217,1.399,41728.0,585.27,1624.11
video,452.6,24,320,264,10862.454026371272,0.0845,26555.0,1043.91,2569.76
video,456.7,15,3840,3655,6850.8729355009355,14.0352,26795.0,985.7,3040.98
video,495.3,60,640,396,29718.62804892005,0.2534,48389.0,1100.68,2464.29
video,432.6,15,1280,1192,6489.263944999775,1.5258,11647.0,958.68,2298.28
video,74.7,30,160,89,2239.594224528609,0.0142,42828.0,166.79,349.67
video,291.4,25,3840,1935,7283.927279784298,7.4304,46767.0,625.43,2162.27
video,418.6,60,1280,767,25115.6816589422,0.9818,34402.0,1037.61,2113.91
video,283.9,24,160,123,6812.846081192016,0.0197,42058.0,539.67,1316.31
video,497.7,60,1280,981,29864.166750071738,1.2557,31623.0,1180.08,2884.3
video,558.4,15,854,709,8376.722199577327,0.6055,9144.0,1253.01,2092.55
video,517.2,60,320,270,31033.123558950178,0.0864,16082.0,1083.83,2431.88
video,522.6,60,640,500,31358.120150141636,0.32,35319.0,1076.2,2772.56
video,456.8,60,320,314,27406.0944726875,0.1005,4163.0,961.71,2342.06
video,537.0,25,160,88,13423.86585553972,0.0141,1299.0,1078.4,2465.51
video,404.4,60,1920,1083,24262.691449008656,2.0794,16745.0,1024.1,2168.73
video,58.7,30,3840,3330,1761.3202973285665,12.7872,38815.0,459.63,1224.99
video,373.1,30,640,544,11194.20272075388,0.3482,22395.0,922.88,2088.37
video,307.2,15,3840,2014,4607.771827592613,7.7338,17941.0,553.6,2233.74
video,379.0,25,640,345,9475.379657931988,0.2208,31041.0,941.25,1927.66
video,450.7,30,640,625,13520.430436484445,0.4,30839.0,823.01,2506.92
video,115.0,30,854,563,3450.046541582709,0.4808,20381.0,264.91,671.7
video,307.1,25,7680,4995,7677.413403887155,38.3616,13025.0,1512.2,4557.97
video,244.6,24,160,138,5869.407952562977,0.0221,5029.0,491.51,1524.92
video,513.5,60,640,544,30809.309579442866,0.3482,39524.0,1094.86,2893.8
video,544.1,15,320,209,8160.964516711685,0.0669,42886.0,1192.09,2990.92
video,382.1,30,1920,1071,11462.6762693974,2.0563,17559.0,834.92,1957.78
video,100.2,30,320,209,3005.3002054120043,0.0669,13053.0,204.45,491.64
video,79.1,60,3840,3466,4744.956311923237,13.3094,24371.0,825.02,1140.26
video,532.0,15,7680,4744,7979.302383970913,36.4339,2406.0,1708.89,5176.02
video,372.5,24,854,796,8939.450594103291,0.6798,3062.0,873.64,1915.94
video,36.7,60,640,354,2204.850252160624,0.2266,23643.0,86.51,198.99
video,171.1,15,7680,4388,2567.1670966173233,33.6998,7502.0,727.67,2997.24
video,416.6,60,1920,1515,24995.39581180279,2.9088,24195.0,767.08,2221.67
video,147.8,25,854,495,3695.6080806171826,0.4227,43086.0,312.96,734.65
video,376.5,25,640,592,9411.988197283046,0.3789,32875.0,776.32,2013.0
video,516.3,15,854,520,7744.991152822173,0.4441,24723.0,1233.01,2419.1
video,32.2,24,640,542,773.0005190118179,0.3469,44464.0,87.5,213.35
video,64.5,30,1280,978,1934.7309318732532,1.2518,36775.0,173.47,424.36
video,79.7,25,7680,4762,1992.7193012338005,36.5722,39278.0,938.06,3113.35
video,465.0,24,640,493,11160.585298066919,0.3155,41047.0,868.98,2494.19
video,319.5,15,1920,1031,4791.949537001105,1.9795,49603.0,738.95,1588.12
video,536.2,25,1280,818,13404.68495399532,1.047,24748.0,1238.23,2508.51
video,295.1,60,854,532,17706.449070099156,0.4543,13979.0,704.14,1782.67
video,163.5,60,320,179,9812.097724542527,0.0573,17149.0,342.4,745.12
video,294.5,30,7680,6822,8835.281275969573,52.393,4581.0,1928.9,5878.1
video,242.1,15,3840,3747,3630.8855495479165,14.3885,40277.0,739.13,2355.8
video,204.2,25,1280,1121,5103.78180991268,1.4349,26902.0,476.32,1191.03
video,111.9,24,7680,6916,2684.9037622017086,53.1149,24244.0,1324.43,4261.12
video,125.2,15,640,499,1878.408467387361,0.3194,2631.0,305.34,721.78
video,185.0,24,854,798,4439.973173705911,0.6815,46075.0,412.27,1022.23
video,171.7,15,160,129,2575.629497869131,0.0206,9601.0,354.85,857.83
video,77.4,60,640,328,4641.199437878144,0.2099,8706.0,147.66,359.05
video,206.9,15,320,263,3103.171521373104,0.0842,20983.0,413.82,836.04
video,448.0,15,1280,1153,6720.175241243043,1.4758,48696.0,820.47,2399.71
video,95.2,25,640,613,2379.917566788516,0.3923,27639.0,192.4,576.27
video,105.1,25,854,644,2626.982544324983,0.55,20626.0,171.78,644.47
video,363.1,30,1280,1262,10892.811851028131,1.6154,16842.0,709.6,2075.85
video,56.6,25,3840,2724,1415.5815144328399,10.4602,16289.0,349.03,1019.01
video,337.4,25,320,174,8433.897989343397,0.0557,35534.0,719.72,1761.09
video,171.6,15,160,132,2573.4825892715926,0.0211,756.0,273.27,917.84
video,537.1,24,1280,768,12889.291451426076,0.983,43029.0,1059.66,2677.51
video,223.9,30,320,214,6717.325043763511,0.0685,33538.0,442.92,1213.88
video,343.3,15,1920,1531,5148.92006284119,2.9395,928.0,777.37,1764.91
video,50.3,60,1920,1315,3019.6071412699016,2.5248,40014.0,241.4,433.1
video,342.2,30,3840,3079,10266.103684228363,11.8234,41980.0,990.49,2384.36
video,69.4,24,7680,5180,1665.4562486855657,39.7824,2065.0,998.82,2451.77
video,479.9,24,640,485,11518.327783119774,0.3104,48911.0,755.19,2447.88
video,508.8,60,320,267,30526.75077202176,0.0854,25405.0,897.77,2845.76
video,8.5,24,640,481,202.82922462006366,0.3078,19060.0,24.62,84.25
video,533.4,30,854,457,16002.68458316589,0.3903,28131.0,1054.49,2975.36
video,590.0,25,1280,1152,14751.062563609932,1.4746,30922.0,1268.78,3297.23
video,450.5,30,854,460,13514.127375086278,0.3928,36139.0,1037.34,2414.17
video,106.0,30,7680,4284,3179.2177497947782,32.9011,30968.0,1094.27,2613.35
video,136.5,60,1280,1103,8189.24249034779,1.4118,6174.0,415.6,761.29
video,164.3,25,160,151,4107.989571879252,0.0242,31824.0,359.1,908.45
video,337.3,15,1280,847,5059.891472082193,1.0842,27504.0,597.2,1908.95
video,248.6,24,320,259,5966.613241388467,0.0829,18703.0,410.26,1123.52
video,200.5,24,854,647,4811.123997050534,0.5525,41366.0,412.88,1251.61
video,101.9,25,1920,1813,2547.4111803252317,3.481,11494.0,338.01,873.04
video,369.7,60,1280,842,22179.03153049074,1.0778,29950.0,868.16,1950.48
video,310.0,24,320,213,7439.992757609614,0.0682,16543.0,568.65,1516.56
video,425.1,25,3840,2340,10626.359352282281,8.9856,40925.0,1228.04,2701.64
video,79.3,60,7680,6985,4760.390923041003,53.6448,30793.0,2810.7,3841.31
video,578.4,25,1920,1353,14459.965256824134,2.5978,34546.0,1092.23,3631.65
video,372.5,24,3840,1955,8940.525070701173,7.5072,25839.0,812.2,2566.45
video,327.0,30,160,106,9810.169597165355,0.017,40671.0,707.6,1696.29
video,20.5,60,1920,1507,1228.1000944382135,2.8934,13508.0,183.28,350.47
video,191.4,15,640,387,2871.1897813470787,0.2477,24004.0,357.43,939.15
video,273.8,25,640,598,6844.482394786443,0.3827,38842.0,532.35,1545.05
video,140.1,24,7680,4076,3363.0172785482628,31.3037,18802.0,701.0,3025.76
video,98.5,24,640,585,2363.6826121433846,0.3744,34047.0,189.3,554.25
video,533.5,15,640,589,8002.011337460316,0.377,3101.0,978.73,2783.34
video,11.8,24,7680,5040,284.1176055537317,38.7072,5319.0,809.56,2105.36
video,288.8,30,320,235,8662.794418936577,0.0752,23140.0,685.43,1556.2
video,259.3,24,160,131,6223.17282443323,0.021,17778.0,494.62,1201.75
video,571.4,60,640,365,34282.90703687228,0.2336,37171.0,1192.68,2793.66
video,263.3,24,7680,6662,6319.4565677291885,51.1642,10938.0,1673.71,4720.86
video,171.3,15,160,95,2570.0151192661897,0.0152,15978.0,287.75,964.11
video,141.1,15,1920,1648,2116.371804589702,3.1642,34935.0,343.79,937.56
video,334.2,60,1920,991,20052.722112022926,1.9027,39090.0,773.53,1806.87
video,162.6,60,7680,6997,9755.023333952846,53.737,41706.0,2582.79,4575.01
video,27.4,60,160,141,1645.2456993709743,0.0226,49589.0,49.35,148.53
video,117.1,25,1920,1607,2926.762002743905,3.0854,21552.0,352.49,695.28
video,598.8,60,7680,6894,35929.79609741283,52.9459,33368.0,3750.69,7312.57
video,253.5,15,1280,920,3802.849405231917,1.1776,28609.0,510.06,1470.07
video,100.2,15,160,159,1502.7697520175402,0.0254,49177.0,195.48,457.29
video,334.0,60,1920,1001,20038.918921207875,1.9219,28513.0,787.58,2064.42
video,219.8,24,7680,6108,5276.044107077718,46.9094,39862.0,1273.89,5218.64
video,287.8,25,1920,1571,7195.642874593905,3.0163,2847.0,615.36,1747.74
video,398.6,24,640,326,9565.352015336524,0.2086,5118.0,832.95,2208.3
video,570.1,30,640,491,17104.39341123587,0.3142,19369.0,1007.08,3380.43
video,208.9,24,640,383,5013.120868199168,0.2451,9652.0,366.76,893.43
video,33.6,25,1920,1912,838.8668518841547,3.671,1237.0,121.86,403.66
